"id","full_sq","life_sq","floor","max_floor","material","num_room","kitch_sq","product_type","area_m","raion_popul","green_zone_part","indust_part","children_preschool","preschool_quota","preschool_education_centers_raion","children_school","school_quota","school_education_centers_raion","school_education_centers_top_20_raion","healthcare_centers_raion","university_top_20_raion","sport_objects_raion","additional_education_raion","culture_objects_top_25","culture_objects_top_25_raion","shopping_centers_raion","office_raion","thermal_power_plant_raion","incineration_raion","oil_chemistry_raion","radiation_raion","railroad_terminal_raion","big_market_raion","nuclear_reactor_raion","detention_facility_raion","full_all","male_f","female_f","young_all","young_male","young_female","work_all","work_male","work_female","ekder_all","ekder_male","ekder_female","X0_6_all","X0_6_male","X0_6_female","X7_14_all","X7_14_male","X7_14_female","X0_17_all","X0_17_male","X0_17_female","X16_29_all","X16_29_male","X16_29_female","X0_13_all","X0_13_male","X0_13_female","raion_build_count_with_material_info","build_count_block","build_count_wood","build_count_frame","build_count_brick","build_count_monolith","build_count_panel","build_count_foam","build_count_slag","build_count_mix","raion_build_count_with_builddate_info","build_count_before_1920","build_count_1921.1945","build_count_1946.1970","build_count_1971.1995","build_count_after_1995","ID_metro","metro_min_avto","metro_km_avto","metro_min_walk","metro_km_walk","kindergarten_km","school_km","park_km","green_zone_km","industrial_km","water_treatment_km","cemetery_km","incineration_km","railroad_station_walk_km","railroad_station_walk_min","ID_railroad_station_walk","railroad_station_avto_km","railroad_station_avto_min","ID_railroad_station_avto","public_transport_station_km","public_transport_station_min_walk","water_km","water_1line","mkad_km","ttk_km","sadovoe_km","bulvar_ring_km","kremlin_km","big_road1_km","ID_big_road1","big_road1_1line","big_road2_km","ID_big_road2","railroad_km","railroad_1line","zd_vokzaly_avto_km","ID_railroad_terminal","bus_terminal_avto_km","ID_bus_terminal","oil_chemistry_km","nuclear_reactor_km","radiation_km","power_transmission_line_km","thermal_power_plant_km","ts_km","big_market_km","market_shop_km","fitness_km","swim_pool_km","ice_rink_km","stadium_km","basketball_km","hospice_morgue_km","detention_facility_km","public_healthcare_km","university_km","workplaces_km","shopping_centers_km","office_km","additional_education_km","preschool_km","big_church_km","church_synagogue_km","mosque_km","theater_km","museum_km","exhibition_km","catering_km","ecology","green_part_500","prom_part_500","office_count_500","office_sqm_500","trc_count_500","trc_sqm_500","cafe_count_500","cafe_count_500_na_price","cafe_count_500_price_500","cafe_count_500_price_1000","cafe_count_500_price_1500","cafe_count_500_price_2500","cafe_count_500_price_4000","cafe_count_500_price_high","big_church_count_500","church_count_500","mosque_count_500","leisure_count_500","sport_count_500","market_count_500","green_part_1000","prom_part_1000","office_count_1000","office_sqm_1000","trc_count_1000","trc_sqm_1000","cafe_count_1000","cafe_sum_1000_min_price_avg","cafe_sum_1000_max_price_avg","cafe_avg_price_1000","cafe_count_1000_na_price","cafe_count_1000_price_500","cafe_count_1000_price_1000","cafe_count_1000_price_1500","cafe_count_1000_price_2500","cafe_count_1000_price_4000","cafe_count_1000_price_high","big_church_count_1000","church_count_1000","mosque_count_1000","leisure_count_1000","sport_count_1000","market_count_1000","green_part_1500","prom_part_1500","office_count_1500","office_sqm_1500","trc_count_1500","trc_sqm_1500","cafe_count_1500","cafe_sum_1500_min_price_avg","cafe_sum_1500_max_price_avg","cafe_avg_price_1500","cafe_count_1500_na_price","cafe_count_1500_price_500","cafe_count_1500_price_1000","cafe_count_1500_price_1500","cafe_count_1500_price_2500","cafe_count_1500_price_4000","cafe_count_1500_price_high","big_church_count_1500","church_count_1500","mosque_count_1500","leisure_count_1500","sport_count_1500","market_count_1500","green_part_2000","prom_part_2000","office_count_2000","office_sqm_2000","trc_count_2000","trc_sqm_2000","cafe_count_2000","cafe_sum_2000_min_price_avg","cafe_sum_2000_max_price_avg","cafe_avg_price_2000","cafe_count_2000_na_price","cafe_count_2000_price_500","cafe_count_2000_price_1000","cafe_count_2000_price_1500","cafe_count_2000_price_2500","cafe_count_2000_price_4000","cafe_count_2000_price_high","big_church_count_2000","church_count_2000","mosque_count_2000","leisure_count_2000","sport_count_2000","market_count_2000","green_part_3000","prom_part_3000","office_count_3000","office_sqm_3000","trc_count_3000","trc_sqm_3000","cafe_count_3000","cafe_sum_3000_min_price_avg","cafe_sum_3000_max_price_avg","cafe_avg_price_3000","cafe_count_3000_na_price","cafe_count_3000_price_500","cafe_count_3000_price_1000","cafe_count_3000_price_1500","cafe_count_3000_price_2500","cafe_count_3000_price_4000","cafe_count_3000_price_high","big_church_count_3000","church_count_3000","mosque_count_3000","leisure_count_3000","sport_count_3000","market_count_3000","green_part_5000","prom_part_5000","office_count_5000","office_sqm_5000","trc_count_5000","trc_sqm_5000","cafe_count_5000","cafe_sum_5000_min_price_avg","cafe_sum_5000_max_price_avg","cafe_avg_price_5000","cafe_count_5000_na_price","cafe_count_5000_price_500","cafe_count_5000_price_1000","cafe_count_5000_price_1500","cafe_count_5000_price_2500","cafe_count_5000_price_4000","cafe_count_5000_price_high","big_church_count_5000","church_count_5000","mosque_count_5000","leisure_count_5000","sport_count_5000","market_count_5000","price_doc"
462,51,30,9,15.3905138603259,1.76259845935206,2.18098932055299,8.02465199563911,"Investment",5264733.751,80791,0.184282943,0.050755569,5195,3082,4,5469,7123,4,0,0,0,10,2,"no",0,1,1,"no","no","no","no","no","no","no","no",81887,37070,44817,11356,5819,5537,47628,23527,24101,21807,6668,15139,5195,2621,2574,5469,2842,2627,12655,6470,6185,21910,10290,11620,10012,5135,4877,254,58,1,0,18,14,162,0,1,0,253,0,0,113,52,88,12,2.815219672,1.611722548,14.01054622,1.167545518,0.096237984,0.359981824,0.886020111,0.596634373,0.178979887,18.61581,2.228531,5.682178,2.189877517,26.2785302,12,3.147322512,4.65390487,12,0.077207596,0.92649115,1.392745746,"no",1.9696457,10.18472407,12.97156528,13.65348319,15.03574804,1.431075183,14,"no",1.494722423,8,1.013133712,"no",12.43103351,121,15.38524637,1,21.41495218,3.490784314,1.218038322,1.423022864,2.831917968,0.44170811,16.71051993,5.26937038,0.218137169,4.059373253,2.220426596,6.174029525,2.892374742,2.07475322,5.933511897,2.935674154,3.359452468,2.14696297,0.858085901,0.897264247,0.905774838,0.359981824,0.894297453,1.173978109,6.805966092,19.94939496,9.406791695,4.171594588,0.566990366,"satisfactory",0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.76,6.26,1,23300,1,3000,8,625,1125,875,0,0,6,2,0,0,0,1,0,0,0,3,0,10.9,6.51,1,23300,4,58400,25,652.17,1086.96,869.57,2,5,9,9,0,0,0,1,1,0,0,7,0,17.25,12.3,3,23300,10,179539,34,648.39,1096.77,872.58,3,7,13,10,1,0,0,5,3,0,0,15,0,15.08,13.19,7,89384,15,300139,58,609.43,1037.74,823.58,5,16,21,14,2,0,0,6,8,0,0,19,1,15.12,16.73,32,854791,36,1023497,158,747.92,1253.47,1000.69,14,34,52,41,12,5,0,10,10,0,1,50,4,8500000
465,44,27,2,10.7506481667582,1.45334657407032,1.50725084098875,6.63684665039672,"Investment",3875439.354,94564,0.100505636,0.219006007,6222,3062,4,6746,5692,4,0,1,0,3,2,"no",0,4,3,"no","no","no","no","no","no","no","no",64931,28809,36122,13938,7131,6807,59008,29219,29789,21618,6400,15218,6222,3117,3105,6746,3531,3215,15801,8034,7767,12584,6028,6556,12121,6183,5938,159,39,0,0,2,7,111,0,0,0,159,0,0,1,134,24,40,4.339912072,2.173816332,26.08579599,2.173816332,0.267323422,0.230060365,1.916272277,0.453107498,0.460142163,22.28401,3.455823,1.458978,1.5700295,18.84035399,45,1.5700295,3.510308355,45,0.205883313,2.470599756,1.428053479,"no",4.048524926,9.030096634,11.42374805,12.02668538,13.51195975,0.903779217,5,"no",3.884738236,36,0.460142163,"no",10.43082706,121,13.27619302,5,18.13071555,3.121993776,1.968866621,2.51697073,4.002564971,3.044510928,15.39996149,3.367035856,0.313096396,2.746939814,6.650484121,6.535160164,2.018009462,2.334157182,9.145420173,1.995317623,2.107123274,0.517128274,0.997870569,1.356492742,0.971208088,0.230060365,1.896749492,1.716374532,2.594886494,9.696573055,6.227967092,5.478992425,0.270978244,"poor",0.22,1.33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.12,10.68,0,0,1,13000,6,750,1250,1000,0,0,3,3,0,0,0,0,0,0,0,1,0,5.87,18.36,3,208500,5,131343,20,873.68,1447.37,1160.53,1,2,8,7,0,2,0,0,0,0,0,4,0,5.24,28.92,10,317254,10,335983,39,959.46,1567.57,1263.51,2,5,11,14,3,4,0,1,2,0,0,12,0,8.72,27.41,21,518754,25,681863,91,764.29,1285.71,1025,7,19,32,22,7,4,0,6,14,1,0,23,4,15.29,21.64,40,924858,46,1463392,182,691.62,1164.67,928.14,15,45,62,46,10,4,0,12,22,1,0,72,5,5600000
481,95,61,3,15.5400477486149,1.65246744268414,2.05737741481885,8.32931580487388,"Investment",6377883.078,101982,0.017855768,0.333891544,5408,4266,6,6564,8348,6,0,0,0,7,3,"no",0,0,1,"no","no","no","no","no","no","no","no",83369,37959,45410,12842,6633,6209,62215,30661,31554,26925,8782,18143,5408,2794,2614,6564,3389,3175,14443,7479,6964,16974,8334,8640,11169,5745,5424,324,78,0,0,148,4,93,0,1,0,324,0,4,231,58,31,3,1.61618547,1.291940385,15.50328462,1.291940385,0.275991748,0.216865407,0.999213091,0.252649244,0.627222348,6.091366,3.021578,11.27365,1.66423522,19.97082263,3,1.847179254,2.279183006,3,0.109371183,1.3124542,1.112507465,"no",5.167814135,2.769229435,6.95041807,7.933395759,9.079348478,0.465801571,3,"no",2.769229427,4,0.627222348,"no",9.381258715,5,5.148903357,3,4.68030703,8.696686462,0.66114959,1.645496382,3.713941272,2.800483189,5.593082587,1.529386837,1.333994379,1.885533439,1.820543609,2.765557883,1.243168591,0.703037403,7.523017212,3.133796299,2.642204371,0.33635948,1.081877729,1.619033688,0.986525621,0.216865407,2.495864012,1.564661424,8.039174826,2.711801358,3.085708366,4.300102497,0.40454785,"poor",10.74,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6.26,12.18,0,0,0,0,5,460,900,680,0,1,4,0,0,0,0,0,0,0,0,1,1,4.44,20.67,0,0,5,48450,18,558.82,1000,779.41,1,5,9,2,1,0,0,0,0,0,0,6,1,4.46,23.58,5,46000,5,48450,29,696.15,1192.31,944.23,3,7,11,5,2,1,0,0,5,0,0,16,4,12.21,23.98,8,118700,9,264256,51,687.5,1156.25,921.88,3,15,16,12,4,1,0,1,8,0,1,26,7,13.99,22.17,46,1186826,33,1359448,121,707.08,1199.12,953.1,8,28,45,28,9,3,0,11,23,0,5,77,17,14300000
504,55,34,3,13.6484881734436,1.45678006123426,2.16464933740045,9.08832220701341,"Investment",3292112.223,73148,0.063747248,0.092290642,4449,2757,5,4346,7327,5,0,1,0,3,2,"no",0,2,2,"no","no","no","no","no","no","no","no",41504,18905,22599,9308,4847,4461,44449,22170,22279,19391,5955,13436,4449,2281,2168,4346,2283,2063,10271,5360,4911,9620,4575,5045,8322,4322,4000,222,97,0,0,4,13,108,0,0,0,222,0,0,144,25,53,40,3.009662755,1.473935164,17.68722196,1.473935164,0.070767478,0.257458709,2.019861366,0.571523018,0.857278997,22.01699,3.576071,1.628104,1.984214736,23.81057683,45,1.984214736,3.202311297,45,0.114191228,1.370294736,1.653649163,"no",4.090011024,8.958443421,11.41164321,12.0223231,13.5025975,0.520969667,5,"no",3.892559716,36,0.857278997,"no",9.798624167,121,12.64399012,5,18.31084889,2.81412946,2.314342741,2.299237736,3.742084502,3.241554597,14.43199777,2.667154688,0.329563228,1.77897609,6.018281224,5.902957267,1.941644831,2.369127794,8.513217276,1.412739132,1.874769127,0.73704392,0.721899101,1.268655505,0.897112359,0.257458709,1.499872783,1.493551106,2.810740799,9.064370158,6.341801592,5.391180194,0.388670633,"poor",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,5.77,2.69,0,0,1,13000,4,750,1250,1000,0,0,2,2,0,0,0,0,0,0,0,1,0,5.09,17.4,3,89500,6,192000,24,925,1500,1212.5,0,4,7,10,0,3,0,1,1,0,0,3,0,7.73,26.57,8,290500,8,199343,35,924.24,1500,1212.12,2,5,9,14,2,3,0,1,3,0,0,11,1,7.82,29.13,17,446997,19,621273,71,843.75,1406.25,1125,7,10,24,20,6,4,0,4,10,1,0,25,2,15.52,21.65,40,932458,43,1398025,182,678.44,1146.71,912.57,15,46,64,44,9,4,0,13,24,1,0,73,5,2000000
569,31,19,2,5,2.66523786653277,2,5,"Investment",8287309.439,125354,0.071119749,0.265088676,5797,3390,4,5288,5631,5,0,3,0,6,4,"no",0,2,0,"no","no","no","yes","no","no","no","no",145576,65638,79938,11908,6279,5629,84387,41774,42613,29059,8516,20543,5797,3052,2745,5288,2801,2487,13804,7230,6574,33117,13741,19376,10338,5468,4870,341,129,0,0,54,4,154,0,0,0,341,1,0,252,75,13,28,3.323237541,2.083307801,14.50587734,1.208823112,0.302338759,0.364867423,1.063539665,0.258611444,1.280537037,3.035761,1.685608,3.593748,1.858070346,22.29684416,29,2.927586002,4.3785853,29,0.249317274,2.991807287,0.780440205,"no",5.585241409,8.315596922,11.54594864,13.2464693,13.72509474,3.081193056,2,"no",5.315217631,23,0.724313054,"no",14.29157866,32,5.641493541,12,9.10741498,1.958563916,0.236009387,1.350967992,6.128818765,1.51405807,7.391369102,2.673604368,0.122352379,5.235752845,8.089542155,4.279700396,2.177137267,0.784711362,9.216408922,1.464814547,4.311561076,2.152321066,0.703983614,1.85726772,0.552111575,0.364867423,1.553185061,1.388518823,3.884573635,9.422687296,1.462703802,3.879669151,0.707914027,"poor",9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.74,0,0,0,1,5900,5,1000,1500,1250,2,0,0,3,0,0,0,0,0,0,0,5,1,16.48,3.16,0,0,3,11520,12,788.89,1277.78,1033.33,3,2,2,4,1,0,0,0,1,0,1,6,2,22.67,9.51,1,44000,4,15035,16,776.92,1307.69,1042.31,3,2,5,4,2,0,0,1,5,0,1,7,2,20.07,20.07,4,206800,7,91789,30,714.81,1240.74,977.78,3,6,13,4,3,1,0,2,10,0,1,14,4,17.88,19.41,18,857322,40,1458381,146,666.67,1129.63,898.15,11,45,46,29,13,2,0,7,24,1,9,56,10,4400000
591,80,53,10,16.9485172645647,1.11027181260041,1.99107036873788,8.5361776866275,"Investment",11391678.48,19940,0.055643565,0.243204519,1706,2395,5,1564,7377,5,0,0,0,0,4,"no",0,0,0,"no","yes","no","no","no","no","no","no",247469,112902,134567,3459,1782,1677,13331,6670,6661,3150,948,2202,1706,862,844,1564,821,743,3831,1973,1858,55710,27242,28468,3112,1600,1512,43,3,0,0,10,2,28,0,0,0,41,0,1,7,10,23,108,5.362066403,4.007151529,47.0167763,3.918064692,0.134771978,0.232211063,4.564816361,0.065808505,0.472559908,0.784513,5.706888,3.405944,1.68008352,20.16100224,75,1.68008352,2.453231391,75,0.120377945,1.444535344,1.259067378,"no",5.537145242,13.98839697,18.12193525,18.99007626,20.25325176,1.492780963,11,"no",2.56046913,55,1.036621574,"no",23.14540732,5,6.384803546,14,8.065035898,15.95833283,4.10973987,6.087693634,8.642065864,4.736942341,8.483354859,5.924190637,2.076024991,6.891861861,9.690704707,11.81091052,4.798008772,1.79129746,10.45830816,5.907007914,7.968308267,5.306600692,1.833239295,4.378127612,0.239647832,0.232211063,3.137599704,0.518250825,12.07799303,9.404341188,6.925474909,7.113250525,1.418020689,"good",35.15,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,16.44,0,0,0,0,0,620.19837998963,1017.20274612659,818.700563058108,0,0,0,0,0,0,0,0,1,0,0,0,0,9.43,22.51,0,0,0,0,1,300,500,400,0,1,0,0,0,0,0,0,1,0,0,0,0,5.3,22.11,0,0,2,41100,4,575,1000,787.5,0,1,2,1,0,0,0,0,2,0,0,0,0,2.36,12.87,0,0,2,41100,5,760,1300,1030,0,1,2,1,1,0,0,0,2,0,0,1,0,4.67,6.54,1,26950,6,119237,22,645.45,1113.64,879.55,0,4,11,6,1,0,0,3,3,0,0,8,1,8300000
649,37,19,17,15.2914971564443,2.67177917340383,1.91085482134711,8.609135283831,"Investment",5264733.751,80791,0.184282943,0.050755569,5195,3082,4,5469,7123,4,0,0,0,10,2,"no",0,1,1,"no","no","no","no","no","no","no","no",81887,37070,44817,11356,5819,5537,47628,23527,24101,21807,6668,15139,5195,2621,2574,5469,2842,2627,12655,6470,6185,21910,10290,11620,10012,5135,4877,254,58,1,0,18,14,162,0,1,0,253,0,0,113,52,88,12,1.826403527,0.911820202,7.303263695,0.608605308,0.143338989,0.628597564,0.71864489,0.032072965,0.193412802,18.03876,1.495837,5.925821,1.862497416,22.34996899,12,1.862497416,3.323523529,12,0.172079214,2.064950566,1.182863786,"no",1.185353592,10.92508684,13.70784589,14.38352159,15.77399602,0.668806356,8,"no",1.185353596,1,0.405456915,"no",13.76038625,121,14.68534402,1,21.97852357,2.855339658,1.112275877,0.638363088,2.196076802,1.161649849,16.01061758,5.722507888,0.696148222,3.93496985,1.520524251,7.503382268,3.251164808,2.253301725,6.333663796,3.748894717,3.235049065,2.966228614,0.767045963,1.261653238,0.940203059,0.628597564,1.215377271,1.216180037,7.089494083,19.24949262,9.920386056,4.592494323,0.933781558,"satisfactory",23,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,5.59,0,0,1,4835,2,650,1000,825,0,1,0,1,0,0,0,0,0,0,0,2,0,16.23,17.67,1,6957,4,62499,10,662.5,1125,893.75,2,1,4,3,0,0,0,1,1,0,0,4,0,13.53,19.07,2,30257,7,128499,18,706.25,1187.5,946.88,2,1,8,7,0,0,0,3,4,0,0,8,0,14.21,14.17,5,65257,13,283539,49,613.95,1046.51,830.23,6,13,17,11,2,0,0,6,7,0,0,17,1,15.05,15.2,29,791891,35,985497,141,746.56,1251.91,999.24,10,31,47,37,12,4,0,10,9,0,1,42,3,1000000
662,35,16,16,17.5695743611828,1.08698356319246,1.76529962653275,9.26532428311567,"Investment",16861532.79,132349,0.069670879,0.130617806,9005,4182,6,10418,8658,6,0,1,0,12,2,"no",0,9,9,"no","no","no","yes","no","no","no","no",142462,64715,77747,20725,10613,10112,82808,44728,38080,28816,8173,20643,9005,4632,4373,10418,5300,5118,23155,11841,11314,27514,13369,14145,18047,9244,8803,454,64,15,1,225,8,135,0,6,0,456,0,37,263,105,51,13,4.519903418,3.369577663,40.43493196,3.369577663,0.347636162,0.194159655,2.07411905,0.583933996,0.47673548,18.03886,0.940799,19.05179,1.786851104,21.44221325,88,1.814150318,2.673808902,88,0.117994574,1.415934893,0.457932549,"no",1.332078877,8.489533224,11.49041093,12.54026503,13.41557251,0.103233548,9,"no",1.098225292,47,1.065759083,"no",11.21137221,50,18.01788815,1,22.53752894,9.86187344,1.542986001,0.564437408,3.404832016,1.084029246,16.66356096,6.546667985,0.501111206,0.649676394,7.552274255,8.270531393,3.410841761,1.650252546,6.550814835,3.78304842,9.917233766,1.035268547,0.567129869,0.690459106,1.961550994,0.194159655,1.037197419,1.041046621,5.750645971,8.428046733,5.665291121,1.067965323,0.379133552,"poor",0,0.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.49,3.64,3,88278,5,124795,10,733.33,1166.67,950,1,2,2,5,0,0,0,0,0,0,0,7,0,4.22,11.61,6,266740,6,156795,12,654.55,1045.45,850,1,4,2,5,0,0,0,2,2,0,1,7,0,4.27,17.67,8,304547,9,194260,16,680,1100,890,1,4,4,7,0,0,0,3,3,0,1,8,0,8.35,16.89,15,779354,14,926366,39,781.08,1297.3,1039.19,2,8,12,12,4,1,0,5,4,0,1,17,0,17.45,10.48,17,849063,27,1158392,71,900,1492.42,1196.21,5,13,20,18,10,5,0,7,12,0,2,42,1,1007000
681,44,29,1,9.32188971308993,2.61724299068548,2.06031436847897,5.96667306467696,"Investment",4787424.272,96959,0.03845587,0.122090347,6507,3272,4,6566,8751,6,0,4,0,7,6,"no",0,0,7,"no","no","no","no","no","no","no","no",78810,36091,42719,13901,7344,6557,59120,29664,29456,23938,6980,16958,6507,3456,3051,6566,3453,3113,15510,8201,7309,17662,8488,9174,12269,6487,5782,390,101,2,0,216,11,60,0,0,0,390,1,9,290,39,51,9,1.593941932,1.191930894,12.9809709,1.081747575,0.318159856,0.235394808,0.566984835,0.271694698,0.519174637,21.16577,2.02331,3.450705,0.733609792,8.803317504,9,0.733609792,1.513062624,9,0.210955474,2.531465687,0.33297095,"no",6.315524165,5.748325123,8.49115029,9.162537786,10.56886992,2.088579795,5,"no",3.139808148,14,0.556825212,"no",7.314506874,121,9.262746003,5,16.90068309,1.277642812,2.326212532,1.493400554,6.070179115,4.00847865,17.67983559,1.833646497,0.481730216,1.966821149,1.153630131,1.038306174,0.846347868,2.220960751,3.090475158,0.831213582,1.018012173,0.235394808,2.366142427,0.815140798,0.26115904,0.235394808,0.86197383,1.007421641,3.994637725,6.602032765,5.111545487,2.477894526,0.393295174,"poor",10.24,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,10.27,17.32,1,0,0,0,9,614.29,1071.43,842.86,2,1,4,2,0,0,0,1,0,0,0,6,0,14.68,23.29,5,102053,0,0,12,560,1000,780,2,2,6,2,0,0,0,2,3,0,0,7,0,20.13,23.34,8,125964,0,0,22,578.95,1026.32,802.63,3,5,10,3,1,0,0,2,3,0,0,15,2,16.99,21.76,30,547324,10,229328,70,607.94,1031.75,819.84,7,21,24,16,1,1,0,4,8,0,1,24,4,18.97,15.55,87,2198732,40,1144163,291,687.12,1149.62,918.37,27,88,82,68,19,7,0,17,33,1,2,75,10,1000000
714,39,23,11,7.04433980138528,2.46022211102082,1.52288137841969,5.9529755536363,"Investment",8287309.439,125354,0.071119749,0.265088676,5797,3390,4,5288,5631,5,0,3,0,6,4,"no",0,2,0,"no","no","no","yes","no","no","no","no",145576,65638,79938,11908,6279,5629,84387,41774,42613,29059,8516,20543,5797,3052,2745,5288,2801,2487,13804,7230,6574,33117,13741,19376,10338,5468,4870,341,129,0,0,54,4,154,0,0,0,341,1,0,252,75,13,30,1.946324502,1.365040276,16.38048331,1.365040276,0.283753688,0.126533704,1.243873062,0.318266233,1.762583816,2.97824,2.141568,3.842247,1.673209441,20.07851329,29,1.673209441,2.331535953,29,0.10851485,1.302178205,0.371839559,"no",5.26104994,8.421692449,11.68998584,13.44004285,13.89987767,3.563235202,2,"no",4.956196446,23,0.303143432,"no",14.16773774,32,5.147081475,12,8.657971348,1.924033595,0.714424286,1.321964973,6.277213344,1.996211917,6.849646521,1.419227806,0.533534501,4.694030264,7.547819574,3.78528833,2.255648231,0.977896303,8.674686341,1.47192457,3.769838495,2.105121465,0.837131267,2.277348324,0.458544833,0.126533704,1.31287124,1.311011494,4.321441306,9.298846369,1.243873062,3.953312466,0.550416892,"poor",5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0,0,0,1,5900,3,1000,1500,1250,2,0,0,1,0,0,0,0,0,0,0,2,1,25.79,0,0,0,2,6020,10,942.86,1500,1221.43,3,2,0,3,2,0,0,1,2,0,1,5,2,24.72,2.29,0,0,4,15035,18,940,1566.67,1253.33,3,2,5,4,3,1,0,1,4,0,1,9,2,20.22,14.98,4,253500,7,174789,36,721.88,1234.38,978.13,4,7,14,7,3,1,0,2,10,0,1,14,4,17.99,19.44,15,471482,42,1368803,131,666.67,1129.17,897.92,11,40,41,26,11,2,0,8,26,1,8,54,12,5600000
745,34,19,8,10.3588957250831,1,1.48369150751123,7.49999977769353,"Investment",10518366.87,118945,0.334905313,0.012338886,5208,3494,6,5776,6766,7,0,2,0,7,0,"no",0,4,1,"no","no","no","no","no","no","no","no",104410,49293,55117,11729,6059,5670,74032,36686,37346,33184,10307,22877,5208,2686,2522,5776,3000,2776,13481,6960,6521,21542,10971,10571,10230,5290,4940,234,45,0,0,26,2,161,0,0,0,234,0,0,47,171,16,49,3.349306104,2.497570308,29.97084369,2.497570308,0.234281932,0.452313488,0.863165732,0.528794844,0.85795875,8.56866,0.545856,6.638071,1.634144413,19.60973296,31,1.634144413,3.311424038,31,0.19392004,2.327040482,0.825925091,"no",0.627304285,7.556268082,11.06239582,11.62089268,13.11873205,0.627304288,1,"no",3.087783998,21,1.025925507,"no",14.45065731,5,5.187297413,3,4.828389151,14.02497318,2.404577599,0.879478171,6.692662376,0.723819961,12.00677382,2.665013568,0.270526777,1.912964055,3.56437526,5.981669607,1.347888965,0.66928977,14.05993375,1.680945596,2.273568249,1.379866304,0.699842516,2.393007007,1.967034568,0.452313488,1.566760408,0.663959104,8.858499637,1.626792942,1.398713118,3.275315217,0.254348048,"poor",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7.94,0.73,0,0,1,30200,3,366.67,666.67,516.67,0,2,1,0,0,0,0,0,1,0,0,1,0,13.23,1.74,0,0,4,167700,5,380,700,540,0,3,2,0,0,0,0,0,4,0,2,6,0,13.3,2.19,0,0,12,225856,15,607.14,1071.43,839.29,1,5,7,1,0,1,0,1,4,0,6,8,1,16.6,5.53,1,111700,15,254946,37,605.56,1055.56,830.56,1,11,17,6,1,1,0,6,9,0,6,20,4,19.58,6.02,11,328637,23,676395,89,675.58,1145.35,910.47,3,22,35,23,4,2,0,7,15,0,9,54,12,4950000
791,43,28,2,6.1931597943028,2.27076787390763,1.92483409179591,5.86969478803442,"Investment",4395332.782,94561,0.063755213,0.038692987,6120,2215,4,6533,5824,4,0,2,0,7,1,"no",0,5,1,"no","no","no","yes","no","no","no","no",72131,34296,37835,13523,6724,6799,56908,27219,29689,24130,7105,17025,6120,3096,3024,6533,3192,3341,14994,7422,7572,17070,7717,9353,11903,5928,5975,304,108,2,0,105,4,85,0,0,0,303,1,2,220,66,14,44,1.254380663,0.801153531,9.613842378,0.801153531,0.071017743,0.394657596,1.347226567,0.304897503,0.681438528,10.40179,2.355738,9.465399,1.985571053,23.82685264,68,1.985571053,3.131759957,68,0.078807373,0.945688475,0.362022016,"no",3.375106657,5.215362941,8.284910004,8.822078861,10.35665378,2.179653045,10,"no",3.375106656,1,0.619111353,"no",10.82985328,5,6.751307607,3,2.025405799,13.02590441,0.595517948,3.185527969,3.867400797,2.687855996,15.13429696,0.909494216,0.446049988,1.781421106,3.892338359,2.371063133,0.792402956,2.01958182,7.454616676,1.43986421,3.837578443,3.648273235,0.601952615,0.607292347,2.412899265,0.394657596,1.441750392,0.926212252,9.770884432,1.813575122,1.699527955,1.706091452,0.394044743,"poor",8.53,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22.39,2.5,1,85000,1,14000,11,645.45,1136.36,890.91,0,2,6,2,1,0,0,0,1,0,0,6,1,28.28,6.18,4,131090,2,14000,19,594.74,1052.63,823.68,0,6,9,2,2,0,0,1,1,0,0,8,2,27.96,8.96,6,155237,5,20906,27,592.31,1038.46,815.38,1,8,12,4,2,0,0,1,2,0,6,12,4,26.18,11,10,216937,6,39106,45,646.51,1116.28,881.4,2,11,20,9,2,1,0,3,6,0,6,35,5,22.76,15.03,25,693624,31,1168832,123,654.7,1119.66,887.18,6,32,49,27,7,2,0,7,14,0,9,67,14,6200000
